movieId,rec_1_id,rec_1_clean_title,rec_2_id,rec_2_clean_title,rec_3_id,rec_3_clean_title,rec_4_id,rec_4_clean_title,rec_5_id,rec_5_clean_title,rec_6_id,rec_6_clean_title,rec_7_id,rec_7_clean_title,rec_8_id,rec_8_clean_title,rec_9_id,rec_9_clean_title,rec_10_id,rec_10_clean_title
89904,89904,The Artist 2011,89759,Separation A Jodaeiye Nader az Simin 2011,100714,Before Midnight 2013,98154,Lincoln 2012,86882,Midnight in Paris 2011,90866,Hugo 2011,112290,Boyhood 2014,55814,Diving Bell and the Butterfly The Scaphandre et le papillon Le 2007,164909,La La Land 2016,112183,Birdman Or The Unexpected Virtue of Ignorance 2014
166534,166534,Split 2017,161634,Dont Breathe 2016,175303,It 2017,185029,A Quiet Place 2018,85788,Insidious 2010,103688,Conjuring The 2013,152077,10 Cloverfield Lane 2016,159093,Now You See Me 2 2016,140956,Ready Player One,166635,Passengers 2016
3248,3248,Sister Act 2 Back in the Habit 1993,3247,Sister Act 1992,2052,Hocus Pocus 1993,2082,Mighty Ducks The 1992,2953,Home Alone 2 Lost in New York 1992,2316,Practical Magic 1998,5957,Two Weeks Notice 2002,6944,Father of the Bride 1991,5620,Sweet Home Alabama 2002,4700,Princess Diaries The 2001
95875,95875,Total Recall 2012,80363,Resident Evil Afterlife 2010,61248,Death Race 2008,103339,White House Down 2013,110730,Transcendence 2014,132046,Tomorrowland 2015,87520,Transformers Dark of the Moon 2011,96861,Taken 2 2012,64030,Transporter 3 2008,120799,Terminator Genisys 2015
1218,1218,Killer The Die xue shuang xiong 1989,3265,HardBoiled Lat sau san taam 1992,599,Wild Bunch The 1969,3972,Legend of Drunken Master The Jui kuen II 1994,3030,Yojimbo 1961,1248,Touch of Evil 1958,1209,Once Upon a Time in the West Cera una volta il West 1968,1260,M 1931,1217,Ran 1985,1245,Millers Crossing 1990
3477,3477,Empire Records 1995,180,Mallrats 1995,4734,Jay and Silent Bob Strike Back 2001,441,Dazed and Confused 1993,2541,Cruel Intentions 1999,2572,10 Things I Hate About You 1999,2005,Goonies The 1985,2125,Ever After A Cinderella Story 1998,1639,Chasing Amy 1997,6188,Old School 2003
2468,2468,Jumpin Jack Flash 1986,1030,Petes Dragon 1977,1135,Private Benjamin 1980,2133,Adventures in Babysitting 1987,3247,Sister Act 1992,2463,Ruthless People 1986,2405,Jewel of the Nile The 1985,1031,Bedknobs and Broomsticks 1971,1013,Parent Trap The 1961,2565,King and I The 1956
2380,2380,Police Academy 3 Back in Training 1986,8387,Police Academy Mission to Moscow 1994,2381,Police Academy 4 Citizens on Patrol 1987,2383,Police Academy 6 City Under Siege 1989,2382,Police Academy 5 Assignment Miami Beach 1988,2379,Police Academy 2 Their First Assignment 1985,2378,Police Academy 1984,3248,Sister Act 2 Back in the Habit 1993,2471,Crocodile Dundee II 1988,2953,Home Alone 2 Lost in New York 1992
48997,48997,Perfume The Story of a Murderer 2006,79357,Mr Nobody 2009,48043,Fountain The 2006,48304,Apocalypto 2006,59387,Fall The 2006,55908,Man from Earth The 2007,56757,Sweeney Todd The Demon Barber of Fleet Street 2007,97752,Cloud Atlas 2012,7371,Dogville 2003,46723,Babel 2006
3152,3152,Last Picture Show The 1971,3093,McCabe  Mrs Miller 1971,4432,Sweet Smell of Success 1957,2303,Nashville 1975,3201,Five Easy Pieces 1970,3134,Grand Illusion La grande illusion 1937,3200,Last Detail The 1973,3467,Hud 1963,2351,Nights of Cabiria Notti di Cabiria Le 1957,2932,Days of Heaven 1978
8340,8340,Escape from Alcatraz 1979,3198,Papillon 1973,4855,Dirty Harry 1971,3681,For a Few Dollars More Per qualche dollaro in pi 1965,3498,Midnight Express 1978,3508,Outlaw Josey Wales The 1976,1227,Once Upon a Time in America 1984,3735,Serpico 1973,4326,Mississippi Burning 1988,1209,Once Upon a Time in the West Cera una volta il West 1968
3260,3260,Howards End 1992,1177,Enchanted April 1992,1296,Room with a View A 1986,4427,Lion in Winter The 1968,3152,Last Picture Show The 1971,2303,Nashville 1975,1939,Best Years of Our Lives The 1946,1949,Man for All Seasons A 1966,1280,Raise the Red Lantern Da hong deng long gao gao gua 1991,3201,Five Easy Pieces 1970
709,709,Oliver  Company 1988,13,Balto 1995,2048,Great Mouse Detective The 1986,609,Homeward Bound II Lost in San Francisco 1996,2123,All Dogs Go to Heaven 1989,1033,Fox and the Hound The 1981,239,Goofy Movie A 1995,2089,Rescuers Down Under The 1990,2090,Rescuers The 1977,616,Aristocats The 1970
2747,2747,Little Shop of Horrors The 1960,2746,Little Shop of Horrors 1986,2644,Dracula 1931,2648,Frankenstein 1931,3545,Cabaret 1972,2664,Invasion of the Body Snatchers 1956,3088,Harvey 1950,3507,Odd Couple The 1968,955,Bringing Up Baby 1938,2657,Rocky Horror Picture Show The 1975
2022,2022,Last Temptation of Christ The 1988,1211,Wings of Desire Himmel ber Berlin Der 1987,3152,Last Picture Show The 1971,1295,Unbearable Lightness of Being The 1988,2973,Crimes and Misdemeanors 1989,1251,8 12 8 1963,599,Wild Bunch The 1969,1237,Seventh Seal The Sjunde inseglet Det 1957,1719,Sweet Hereafter The 1997,6620,American Splendor 2003
63062,63062,Changeling 2008,64622,Reader The 2008,64575,Doubt 2008,52604,Fracture 2007,64034,Boy in the Striped Pajamas The Boy in the Striped Pyjamas The 2008,63876,Milk 2008,71033,Secret in Their Eyes The El secreto de sus ojos 2009,64620,FrostNixon 2008,55290,Gone Baby Gone 2007,55052,Atonement 2007
119141,119141,The Interview 2014,131013,Get Hard 2015,117590,Horrible Bosses 2 2014,135861,Ted 2 2015,107348,Anchorman 2 The Legend Continues 2013,94677,Dictator The 2012,111113,Neighbors 2014,102123,This Is the End 2013,102686,Hangover Part III The 2013,112138,22 Jump Street 2014
87430,87430,Green Lantern 2011,122902,Fantastic Four 2015,86835,Priest 2011,103655,RIPD 2013,101076,GI Joe Retaliation 2013,93766,Wrath of the Titans 2012,113348,Teenage Mutant Ninja Turtles 2014,135532,The Last Witch Hunter 2015,112370,Transformers Age of Extinction 2014,70336,GI Joe The Rise of Cobra 2009
2401,2401,Pale Rider 1985,2921,High Plains Drifter 1973,2922,Hang Em High 1968,3508,Outlaw Josey Wales The 1976,3074,Jeremiah Johnson 1972,3681,For a Few Dollars More Per qualche dollaro in pi 1965,4327,Magnificent Seven The 1960,2951,Fistful of Dollars A Per un pugno di dollari 1964,599,Wild Bunch The 1969,4855,Dirty Harry 1971
3262,3262,Twin Peaks Fire Walk with Me 1992,49932,Inland Empire 2006,7044,Wild at Heart 1990,1464,Lost Highway 1997,3676,Eraserhead 1977,6774,Videodrome 1983,4848,Mulholland Drive 2001,2076,Blue Velvet 1986,7327,Persona 1966,1232,Stalker 1979
94677,94677,Dictator The 2012,135861,Ted 2 2015,102686,Hangover Part III The 2013,107348,Anchorman 2 The Legend Continues 2013,119141,The Interview 2014,117590,Horrible Bosses 2 2014,69784,Brno Bruno 2009,86911,Hangover Part II The 2011,95441,Ted 2012,104211,Were the Millers 2013
2690,2690,Ideal Husband An 1999,5380,Importance of Being Earnest The 2002,28,Persuasion 1995,838,Emma 1996,1537,Shall We Dance Shall We Dansu 1996,1296,Room with a View A 1986,951,His Girl Friday 1940,898,Philadelphia Story The 1940,1188,Strictly Ballroom 1992,2359,Waking Ned Devine aka Waking Ned 1998
688,688,Operation Dumbo Drop 1995,146,Amazing Panda Adventure The 1995,437,Cops and Robbersons 1994,54,Big Green The 1995,274,Man of the House 1995,250,Heavyweights Heavy Weights 1995,169,Free Willy 2 The Adventure Home 1995,8,Tom and Huck 1995,609,Homeward Bound II Lost in San Francisco 1996,374,Richie Rich 1994
73,73,Misrables Les 1995,1873,Misrables Les 1998,306,Three Colors Red Trois couleurs Rouge 1994,261,Little Women 1994,914,My Fair Lady 1964,515,Remains of the Day The 1993,1035,Sound of Music The 1965,58,Postman The Postino Il 1994,265,Like Water for Chocolate Como agua para chocolate 1992,17,Sense and Sensibility 1995
3062,3062,Longest Day The 1962,3066,Tora Tora Tora 1970,2670,Run Silent Run Deep 1958,3035,Mister Roberts 1955,3654,Guns of Navarone The 1961,3196,Stalag 17 1953,1272,Patton 1970,1927,All Quiet on the Western Front 1930,2944,Dirty Dozen The 1967,1944,From Here to Eternity 1953
44974,44974,Hard Candy 2005,55052,Atonement 2007,52328,Sunshine 2007,48043,Fountain The 2006,61240,Let the Right One In Lt den rtte komma in 2008,8981,Closer 2004,8957,Saw 2004,52281,Grindhouse 2007,56757,Sweeney Todd The Demon Barber of Fleet Street 2007,93840,Cabin in the Woods The 2012
91077,91077,Descendants The 2011,73023,Crazy Heart 2009,105197,Nebraska 2013,89804,Ides of March The 2011,78574,Winters Bone 2010,106766,Inside Llewyn Davis 2013,98154,Lincoln 2012,72011,Up in the Air 2009,89904,The Artist 2011,100714,Before Midnight 2013
3067,3067,Women on the Verge of a Nervous Breakdown Mujeres al borde de un ataque de nervios 1988,3083,All About My Mother Todo sobre mi madre 1999,3819,Tampopo 1985,2732,Jules and Jim Jules et Jim 1961,5878,Talk to Her Hable con Ella 2002,1264,Diva 1981,44694,Volver 2006,2303,Nashville 1975,1211,Wings of Desire Himmel ber Berlin Der 1987,2973,Crimes and Misdemeanors 1989
4020,4020,Gift The 2000,5065,Mothman Prophecies The 2002,5294,Frailty 2001,2841,Stir of Echoes 1999,6323,Identity 2003,5266,Panic Room 2002,4720,Others The 2001,8783,Village The 2004,3005,Bone Collector The 1999,5388,Insomnia 2002
1483,1483,Crash 1996,2551,Dead Ringers 1988,7123,Naked Lunch 1991,6774,Videodrome 1983,1464,Lost Highway 1997,3676,Eraserhead 1977,1354,Breaking the Waves 1996,714,Dead Man 1995,6440,Barton Fink 1991,2600,eXistenZ 1999
2381,2381,Police Academy 4 Citizens on Patrol 1987,8387,Police Academy Mission to Moscow 1994,2383,Police Academy 6 City Under Siege 1989,2382,Police Academy 5 Assignment Miami Beach 1988,2380,Police Academy 3 Back in Training 1986,2379,Police Academy 2 Their First Assignment 1985,2378,Police Academy 1984,3248,Sister Act 2 Back in the Habit 1993,2471,Crocodile Dundee II 1988,2794,European Vacation aka National Lampoons European Vacation 1985
1457,1457,Fools Rush In 1997,1353,Mirror Has Two Faces The 1996,605,One Fine Day 1996,4069,Wedding Planner The 2001,4823,Serendipity 2001,2485,Shes All That 1999,5620,Sweet Home Alabama 2002,6155,How to Lose a Guy in 10 Days 2003,1569,My Best Friends Wedding 1997,2125,Ever After A Cinderella Story 1998
5693,5693,Saturday Night Fever 1977,5812,Far from Heaven 2002,3545,Cabaret 1972,4041,Officer and a Gentleman An 1982,3201,Five Easy Pieces 1970,3152,Last Picture Show The 1971,2863,Hard Days Night A 1964,6993,Hannah and Her Sisters 1986,4857,Fiddler on the Roof 1971,5135,Monsoon Wedding 2001
1422,1422,Murder at 1600 1997,1459,Absolute Power 1997,1488,Devils Own The 1997,1518,Breakdown 1997,1616,Peacemaker The 1997,1620,Kiss the Girls 1997,1792,US Marshals 1998,1479,Saint The 1997,1438,Dantes Peak 1997,2803,Pelican Brief The 1993
159093,159093,Now You See Me 2 2016,160954,Nerve 2016,135536,Suicide Squad 2016,122896,Pirates of the Caribbean Dead Men Tell No Tales 2017,102903,Now You See Me 2013,117895,Maze Runner Scorch Trials 2015,129354,Focus 2015,176101,Kingsman The Golden Circle 2017,130634,Furious 7 2015,67923,Fast  Furious Fast and the Furious 4 The 2009
8947,8947,Grudge The 2004,48591,Grudge 2 The 2006,27839,Ring Two The 2005,104908,Insidious Chapter 2 2013,27772,Juon The Grudge 2002,97188,Sinister 2012,6952,Gothika 2003,4876,Thirteen Ghosts aka Thir13en Ghosts 2001,37720,Exorcism of Emily Rose The 2005,34532,Skeleton Key The 2005
86644,86644,Fast Five Fast and the Furious 5 The 2011,102716,Fast  Furious 6 Fast and the Furious 6 The 2013,170875,The Fate of the Furious 2017,67923,Fast  Furious Fast and the Furious 4 The 2009,130634,Furious 7 2015,46335,Fast and the Furious Tokyo Drift The Fast and the Furious 3 The 2006,64030,Transporter 3 2008,6383,2 Fast 2 Furious Fast and the Furious 2 The 2003,61248,Death Race 2008,85020,Mechanic The 2011
68135,68135,17 Again 2009,47122,John Tucker Must Die 2006,46062,High School Musical 2006,44193,Shes the Man 2006,110771,Other Woman The 2014,6266,What a Girl Wants 2003,78316,Letters to Juliet 2010,8643,Cinderella Story A 2004,8808,Princess Diaries 2 Royal Engagement The 2004,47382,Step Up 2006
5294,5294,Frailty 2001,6323,Identity 2003,2841,Stir of Echoes 1999,6796,Boyz N the Hood 1991,7387,Dawn of the Dead 1978,37733,History of Violence A 2005,7360,Dawn of the Dead 2004,6708,Matchstick Men 2003,4105,Evil Dead The 1981,5388,Insomnia 2002
3250,3250,Alive 1993,3105,Awakenings 1990,3499,Misery 1990,3386,JFK 1991,2908,Boys Dont Cry 1999,3255,League of Their Own A 1992,1271,Fried Green Tomatoes 1991,2268,Few Good Men A 1992,1287,BenHur 1959,2871,Deliverance 1972
7569,7569,You Only Live Twice 1967,7573,Never Say Never Again 1983,7570,Octopussy 1983,3633,On Her Majestys Secret Service 1969,4005,Living Daylights The 1987,3639,Man with the Golden Gun The 1974,3984,Diamonds Are Forever 1971,2989,For Your Eyes Only 1981,2993,Thunderball 1965,3635,Spy Who Loved Me The 1977
2367,2367,King Kong 1976,2532,Conquest of the Planet of the Apes 1972,2530,Beneath the Planet of the Apes 1970,3153,7th Voyage of Sinbad The 1958,2533,Escape from the Planet of the Apes 1971,2363,Godzilla Gojira 1954,2366,King Kong 1933,2143,Legend 1985,2409,Rocky II 1979,2459,Texas Chainsaw Massacre The 1974
2759,2759,Dick 1999,1883,Bulworth 1998,1885,Opposite of Sex The 1998,2973,Crimes and Misdemeanors 1989,3543,Diner 1982,2599,Election 1999,3608,Peewees Big Adventure 1985,2289,Player The 1992,1292,Being There 1979,2318,Happiness 1998
818,818,Very Brady Sequel A 1996,710,Celtic Pride 1996,842,Tales from the Crypt Presents Bordello of Blood 1996,585,Brady Bunch Movie The 1995,663,Kids in the Hall Brain Candy 1996,88,Black Sheep 1996,837,Matilda 1996,719,Multiplicity 1996,1405,Beavis and ButtHead Do America 1996,3,Grumpier Old Men 1995
90249,90249,Real Steel 2011,103339,White House Down 2013,93363,John Carter 2012,87520,Transformers Dark of the Moon 2011,91485,Expendables 2 The 2012,102716,Fast  Furious 6 Fast and the Furious 6 The 2013,117895,Maze Runner Scorch Trials 2015,103810,Red 2 2013,85020,Mechanic The 2011,79139,Sorcerers Apprentice The 2010
6058,6058,Final Destination 2 2003,88932,Final Destination 5 2011,71252,Final Destination The Final Destination 4 Final Destination in 3D The 2009,43679,Final Destination 3 2006,6379,Wrong Turn 2003,72129,Saw VI 2009,63436,Saw V 2008,55577,Saw IV 2007,6615,Freddy vs Jason 2003,48877,Saw III 2006
1232,1232,Stalker 1979,3415,Mirror The Zerkalo 1975,26150,Andrei Rublev Andrey Rublyov 1969,3503,Solaris Solyaris 1972,6818,Come and See Idi i smotri 1985,6643,Tokyo Story Tky monogatari 1953,7327,Persona 1966,8477,Jete La 1962,6985,Passion of Joan of Arc The Passion de Jeanne dArc La 1928,7063,Aguirre The Wrath of God Aguirre der Zorn Gottes 1972
3668,3668,Romeo and Juliet 1968,4427,Lion in Winter The 1968,3469,Inherit the Wind 1960,1949,Man for All Seasons A 1966,3451,Guess Whos Coming to Dinner 1967,4857,Fiddler on the Roof 1971,3545,Cabaret 1972,2565,King and I The 1956,900,American in Paris An 1951,3095,Grapes of Wrath The 1940
98154,98154,Lincoln 2012,98961,Zero Dark Thirty 2012,170705,Band of Brothers 2001,91077,Descendants The 2011,89904,The Artist 2011,89753,Tinker Tailor Soldier Spy 2011,97923,Flight 2012,165549,Manchester by the Sea 2016,143385,Bridge of Spies 2015,106916,American Hustle 2013
48082,48082,Science of Sleep The La science des rves 2006,33880,Me and You and Everyone We Know 2005,8910,I Heart Huckabees 2004,4873,Waking Life 2001,59387,Fall The 2006,55269,Darjeeling Limited The 2007,27904,Scanner Darkly A 2006,48043,Fountain The 2006,30810,Life Aquatic with Steve Zissou The 2004,55442,Persepolis 2007
5293,5293,Changing Lanes 2002,7158,House of Sand and Fog 2003,3952,Contender The 2000,7139,In America 2002,5294,Frailty 2001,4903,In the Bedroom 2001,4037,House of Games 1987,5015,Monsters Ball 2001,6565,Seabiscuit 2003,4448,Score The 2001
366,366,Wes Cravens New Nightmare Nightmare on Elm Street Part 7 Freddys Finale A 1994,1973,Freddys Dead The Final Nightmare Nightmare on Elm Street Part 6 Freddys Dead A 1991,1971,Nightmare on Elm Street 4 The Dream Master A 1988,1970,Nightmare on Elm Street 3 Dream Warriors A 1987,177,Lord of Illusions 1995,328,Tales from the Crypt Presents Demon Knight 1995,1991,Childs Play 1988,1342,Candyman 1992,407,In the Mouth of Madness 1995,1347,Nightmare on Elm Street A 1984
6952,6952,Gothika 2003,31427,Hide and Seek 2005,34532,Skeleton Key The 2005,8947,Grudge The 2004,6250,Dreamcatcher 2003,70159,Orphan 2009,6058,Final Destination 2 2003,97188,Sinister 2012,148671,Saw 2003,4744,Jeepers Creepers 2001
110553,110553,The Amazing SpiderMan 2 2014,112370,Transformers Age of Extinction 2014,87430,Green Lantern 2011,70336,GI Joe The Rise of Cobra 2009,95510,Amazing SpiderMan The 2012,87520,Transformers Dark of the Moon 2011,85056,I Am Number Four 2011,117895,Maze Runner Scorch Trials 2015,74530,Percy Jackson  the Olympians The Lightning Thief 2010,103772,Wolverine The 2013
8640,8640,King Arthur 2004,7439,Punisher The 2004,77866,Robin Hood 2010,7324,Hidalgo 2004,33162,Kingdom of Heaven 2005,7454,Van Helsing 2004,8985,Blade Trinity 2004,42738,Underworld Evolution 2006,34150,Fantastic Four 2005,7458,Troy 2004
2136,2136,Nutty Professor The 1963,2015,AbsentMinded Professor The 1961,1125,Return of the Pink Panther The 1975,3035,Mister Roberts 1955,955,Bringing Up Baby 1938,2300,Producers The 1968,3809,What About Bob 1991,2109,Jerk The 1979,2137,Charlottes Web 1973,911,Charade 1963
2123,2123,All Dogs Go to Heaven 1989,5159,Ferngully The Last Rainforest 1992,4519,Land Before Time The 1988,13,Balto 1995,4090,Brave Little Toaster The 1987,2142,American Tail Fievel Goes West An 1991,2048,Great Mouse Detective The 1986,2052,Hocus Pocus 1993,2089,Rescuers Down Under The 1990,709,Oliver  Company 1988
92420,92420,Chronicle 2012,87306,Super 8 2011,96737,Dredd 2012,93838,The Raid Redemption 2011,121231,It Follows 2014,93840,Cabin in the Woods The 2012,114935,Predestination 2014,103228,Pacific Rim 2013,103341,Worlds End The 2013,83134,Tucker  Dale vs Evil 2010
56788,56788,Charlie Wilsons War 2007,64620,FrostNixon 2008,55276,Michael Clayton 2007,98154,Lincoln 2012,40583,Syriana 2005,47629,The Queen 2006,39292,Good Night and Good Luck 2005,63876,Milk 2008,48738,Last King of Scotland The 2006,37741,Capote 2005
84392,84392,Lincoln Lawyer The 2011,81788,Next Three Days The 2010,107069,Lone Survivor 2013,84601,Unknown 2011,71838,Law Abiding Citizen 2009,52604,Fracture 2007,89804,Ides of March The 2011,97923,Flight 2012,96811,End of Watch 2012,112171,Equalizer The 2014
662,662,Fear 1996,64,Two if by Sea 1996,61,Eye for an Eye 1996,63,Dont Be a Menace to South Central While Drinking Your Juice in the Hood 1996,724,Craft The 1996,74,Bed of Roses 1996,79,Juror The 1996,86,White Squall 1996,140,Up Close and Personal 1996,837,Matilda 1996
71838,71838,Law Abiding Citizen 2009,81788,Next Three Days The 2010,85020,Mechanic The 2011,107069,Lone Survivor 2013,112171,Equalizer The 2014,67923,Fast  Furious Fast and the Furious 4 The 2009,99112,Jack Reacher 2012,162606,The Accountant 2016,51935,Shooter 2007,52604,Fracture 2007
5500,5500,Top Secret 1984,5541,Hot Shots 1991,3869,Naked Gun 2 12 The Smell of Fear The 1991,3868,Naked Gun From the Files of Police Squad The 1988,6104,Monty Python Live at the Hollywood Bowl 1982,4499,Dirty Rotten Scoundrels 1988,1297,Real Genius 1985,3740,Big Trouble in Little China 1986,31878,Kung Fu Hustle Gong fu 2004,6807,Monty Pythons The Meaning of Life 1983
55995,55995,Beowulf 2007,76175,Clash of the Titans 2010,51412,Next 2007,6058,Final Destination 2 2003,37830,Final Fantasy VII Advent Children 2004,8985,Blade Trinity 2004,49274,Happy Feet 2006,67408,Monsters vs Aliens 2009,65682,Underworld Rise of the Lycans 2009,55232,Resident Evil Extinction 2007
53993,53993,Evan Almighty 2007,42009,Cheaper by the Dozen 2 2005,32017,Pacifier The 2005,6338,Daddy Day Care 2003,111617,Blended 2014,51077,Ghost Rider 2007,68793,Night at the Museum Battle of the Smithsonian 2009,119155,Night at the Museum Secret of the Tomb 2014,65088,Bedtime Stories 2008,7161,Cheaper by the Dozen 2003
3274,3274,Single White Female 1992,3249,Hand That Rocks the Cradle The 1992,3261,Singles 1992,1892,Perfect Murder A 1998,1620,Kiss the Girls 1997,1754,Fallen 1998,1586,GI Jane 1997,3186,Girl Interrupted 1999,3798,What Lies Beneath 2000,3005,Bone Collector The 1999
44761,44761,Brick 2005,55363,Assassination of Jesse James by the Coward Robert Ford The 2007,8914,Primer 2004,38061,Kiss Kiss Bang Bang 2005,27904,Scanner Darkly A 2006,59387,Fall The 2006,8910,I Heart Huckabees 2004,27831,Layer Cake 2004,6440,Barton Fink 1991,48043,Fountain The 2006
3993,3993,Quills 2000,5617,Secretary 2002,3910,Dancer in the Dark 2000,5992,Hours The 2002,4308,Moulin Rouge 2001,2908,Boys Dont Cry 1999,5225,And Your Mother Too Y tu mam tambin 2001,3556,Virgin Suicides The 1999,4641,Ghost World 2001,5954,25th Hour 2002
48877,48877,Saw III 2006,81535,Saw VII 3D  The Final Chapter 2010,63436,Saw V 2008,72129,Saw VI 2009,55577,Saw IV 2007,39446,Saw II 2005,148671,Saw 2003,43679,Final Destination 3 2006,6058,Final Destination 2 2003,42723,Hostel 2005
69784,69784,Brno Bruno 2009,94677,Dictator The 2012,48385,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan 2006,95441,Ted 2012,115122,What We Do in the Shadows 2014,83134,Tucker  Dale vs Evil 2010,60756,Step Brothers 2008,61024,Pineapple Express 2008,54995,Planet Terror 2007,8917,Team America World Police 2004
2060,2060,BASEketball 1998,2325,Orgazmo 1997,1753,Half Baked 1998,5110,Super Troopers 2001,2335,Waterboy The 1998,216,Billy Madison 1995,8917,Team America World Police 2004,180,Mallrats 1995,8528,Dodgeball A True Underdog Story 2004,6188,Old School 2003
2594,2594,Open Your Eyes Abre los ojos 1997,5878,Talk to Her Hable con Ella 2002,4235,Amores Perros Loves a Bitch 2000,3910,Dancer in the Dark 2000,4873,Waking Life 2001,7371,Dogville 2003,3083,All About My Mother Todo sobre mi madre 1999,8638,Before Sunset 2004,5225,And Your Mother Too Y tu mam tambin 2001,6953,21 Grams 2003
80219,80219,Machete 2010,68205,Crank High Voltage 2009,54995,Planet Terror 2007,54999,Shoot Em Up 2007,53519,Death Proof 2007,52281,Grindhouse 2007,47200,Crank 2006,62849,RocknRolla 2008,93838,The Raid Redemption 2011,83134,Tucker  Dale vs Evil 2010
2921,2921,High Plains Drifter 1973,2922,Hang Em High 1968,2401,Pale Rider 1985,3508,Outlaw Josey Wales The 1976,3074,Jeremiah Johnson 1972,3494,True Grit 1969,3681,For a Few Dollars More Per qualche dollaro in pi 1965,2951,Fistful of Dollars A Per un pugno di dollari 1964,3365,Searchers The 1956,599,Wild Bunch The 1969
112171,112171,Equalizer The 2014,92507,Safe House 2012,85020,Mechanic The 2011,109578,NonStop 2014,96861,Taken 2 2012,107069,Lone Survivor 2013,162606,The Accountant 2016,99112,Jack Reacher 2012,103810,Red 2 2013,160438,Jason Bourne 2016
98491,98491,Paperman 2012,138702,Feast 2014,160718,Piper 2016,95654,Geris Game 1997,95858,For the Birds 2000,72356,Partly Cloudy 2009,162578,Kubo and the Two Strings 2016,163134,Your Name 2016,166461,Moana 2016,177765,Coco 2017
1760,1760,Spice World 1997,3882,Bring It On 2000,2059,Parent Trap The 1998,4700,Princess Diaries The 2001,49286,Holiday The 2006,3247,Sister Act 1992,2083,Muppet Christmas Carol The 1992,3186,Girl Interrupted 1999,7451,Mean Girls 2004,2431,Patch Adams 1998
1970,1970,Nightmare on Elm Street 3 Dream Warriors A 1987,1972,Nightmare on Elm Street 5 The Dream Child A 1989,1971,Nightmare on Elm Street 4 The Dream Master A 1988,1969,Nightmare on Elm Street 2 Freddys Revenge A 1985,1973,Freddys Dead The Final Nightmare Nightmare on Elm Street Part 6 Freddys Dead A 1991,1977,Friday the 13th Part IV The Final Chapter 1984,1975,Friday the 13th Part 2 1981,366,Wes Cravens New Nightmare Nightmare on Elm Street Part 7 Freddys Finale A 1994,3918,Hellbound Hellraiser II 1988,1991,Childs Play 1988
5135,5135,Monsoon Wedding 2001,6385,Whale Rider 2002,7139,In America 2002,5446,RabbitProof Fence 2002,6331,Spellbound 2002,5791,Frida 2002,6218,Bend It Like Beckham 2002,3983,You Can Count on Me 2000,5013,Gosford Park 2001,6867,Station Agent The 2003
986,986,Fly Away Home 1996,262,Little Princess A 1995,531,Secret Garden The 1993,2501,October Sky 1999,2085,101 Dalmatians One Hundred and One Dalmatians 1961,2018,Bambi 1942,1022,Cinderella 1950,1029,Dumbo 1941,3072,Moonstruck 1987,2080,Lady and the Tramp 1955
55363,55363,Assassination of Jesse James by the Coward Robert Ford The 2007,39381,Proposition The 2005,96728,Master The 2012,106766,Inside Llewyn Davis 2013,62511,Synecdoche New York 2008,71464,Serious Man A 2009,73344,Prophet A Un Prophte 2009,56782,There Will Be Blood 2007,3741,Badlands 1973,44761,Brick 2005
2153,2153,Avengers The 1998,1373,Star Trek V The Final Frontier 1989,1687,Jackal The 1997,5872,Die Another Day 2002,60074,Hancock 2008,1371,Star Trek The Motion Picture 1979,170,Hackers 1995,95510,Amazing SpiderMan The 2012,3082,World Is Not Enough The 1999,1722,Tomorrow Never Dies 1997
5066,5066,Walk to Remember A 2002,47382,Step Up 2006,8643,Cinderella Story A 2004,92509,Vow The 2012,44193,Shes the Man 2006,36525,Just Like Heaven 2005,56941,PS I Love You 2007,5620,Sweet Home Alabama 2002,111921,The Fault in Our Stars 2014,70599,Time Travelers Wife The 2009
70293,70293,Julie  Julia 2009,60397,Mamma Mia 2008,49286,Holiday The 2006,45720,Devil Wears Prada The 2006,88810,Help The 2011,69406,Proposal The 2009,166643,Hidden Figures 2016,140110,The Intern 2015,40629,Pride  Prejudice 2005,72641,Blind Side The  2009
4677,4677,Turner  Hooch 1989,4679,Uncle Buck 1989,4621,Look Whos Talking 1989,6944,Father of the Bride 1991,4545,Short Circuit 1986,2052,Hocus Pocus 1993,4121,Innerspace 1987,4084,Beverly Hills Cop II 1987,3247,Sister Act 1992,4489,Coming to America 1988
4006,4006,Transformers The Movie 1986,3740,Big Trouble in Little China 1986,2139,Secret of NIMH The 1982,1587,Conan the Barbarian 1982,1274,Akira 1988,2021,Dune 1984,2140,Dark Crystal The 1982,2105,Tron 1982,1215,Army of Darkness 1993,2193,Willow 1988
782,782,Fan The 1996,879,Relic The 1997,886,Bulletproof 1996,694,Substitute The 1996,662,Fear 1996,61,Eye for an Eye 1996,79,Juror The 1996,1409,Michael 1996,849,Escape from LA 1996,135,Down Periscope 1996
2919,2919,Year of Living Dangerously The 1982,2130,Atlantic City 1980,3811,Breaker Morant 1980,1264,Diva 1981,2070,Tender Mercies 1983,1949,Man for All Seasons A 1966,1238,Local Hero 1983,2917,Body Heat 1981,2303,Nashville 1975,3201,Five Easy Pieces 1970
